"","Gene","logFC","FDR","fdr","logfc","labels","sig"
"8175","RBMS2",-0.636111432,1.22e-06,1.22e-06,-0.636111432,"RBMS2","Down"
"8176","MAPK1",0.715180924,1.22e-06,1.22e-06,0.715180924,"MAPK1","Up"
"8177","PDCD4",0.866667429,1.24e-06,1.24e-06,0.866667429,"PDCD4","Up"
"8178","LINC01719",2.40078465,1.24e-06,1.24e-06,2.40078465,"LINC01719","Up"
"8179","LOC728743",0.750555001,1.25e-06,1.25e-06,0.750555001,"LOC728743","Up"
"8180","LOC107987142",2.051216514,1.25e-06,1.25e-06,2.051216514,"LOC107987142","Up"
"8181","KRT17",-4.684541989,1.26e-06,1.26e-06,-4.684541989,"KRT17","Down"
"8182","PLXDC2",-1.076866157,1.26e-06,1.26e-06,-1.076866157,"PLXDC2","Down"
"8183","CTTNBP2",-0.963035684,1.26e-06,1.26e-06,-0.963035684,"CTTNBP2","Down"
"8184","HP1BP3",0.978586266,1.26e-06,1.26e-06,0.978586266,"HP1BP3","Up"
"8185","SDC1",-1.896096652,1.27e-06,1.27e-06,-1.896096652,"SDC1","Down"
"8186","C7orf61",4.536408773,1.27e-06,1.27e-06,4.536408773,"C7orf61","Up"
"8187","SH2D2A",-3.381360379,1.3e-06,1.3e-06,-3.381360379,"SH2D2A","Down"
"8188","VIPR1",-2.116277924,1.3e-06,1.3e-06,-2.116277924,"VIPR1","Down"
"8189","HDDC2",-1.339619134,1.3e-06,1.3e-06,-1.339619134,"HDDC2","Down"
"8190","CRYZL2P",-2.083402148,1.31e-06,1.31e-06,-2.083402148,"CRYZL2P","Down"
"8191","CRNKL1",-0.488038047,1.31e-06,1.31e-06,-0.488038047,"CRNKL1","Not Sig"
"8192","PEX5L",1.727176895,1.31e-06,1.31e-06,1.727176895,"PEX5L","Up"
"8193","PPP1R35",-1.922266607,1.32e-06,1.32e-06,-1.922266607,"PPP1R35","Down"
"8194","MIR3911",4.016089862,1.33e-06,1.33e-06,4.016089862,"MIR3911","Up"
"8195","DAW1",-6.003350502,1.34e-06,1.34e-06,-6.003350502,"DAW1","Down"
"8196","MIA2",-0.891978196,1.34e-06,1.34e-06,-0.891978196,"MIA2","Down"
"8197","SELENOF",-0.862363001,1.34e-06,1.34e-06,-0.862363001,"SELENOF","Down"
"8198","AFTPH",0.981759539,1.34e-06,1.34e-06,0.981759539,"AFTPH","Up"
"8199","NCLN",-1.481814955,1.35e-06,1.35e-06,-1.481814955,"NCLN","Down"
"8200","PLD6",3.223180657,1.35e-06,1.35e-06,3.223180657,"PLD6","Up"
"8201","SND1",-0.581658419,1.36e-06,1.36e-06,-0.581658419,"SND1","Down"
"8202","NOG",2.587790694,1.36e-06,1.36e-06,2.587790694,"NOG","Up"
"8203","TMEM92",-6.713915658,1.37e-06,1.37e-06,-6.713915658,"TMEM92","Down"
"8204","MRPS11",0.753292353,1.37e-06,1.37e-06,0.753292353,"MRPS11","Up"
"8205","SVBP",0.917178322,1.37e-06,1.37e-06,0.917178322,"SVBP","Up"
"8206","RPS27A",-1.547222642,1.38e-06,1.38e-06,-1.547222642,"RPS27A","Down"
"8207","DYNLT2B",1.416969499,1.38e-06,1.38e-06,1.416969499,"DYNLT2B","Up"
"8208","BCKDHB",-1.204444078,1.39e-06,1.39e-06,-1.204444078,"BCKDHB","Down"
"8209","C8orf48",2.256050453,1.39e-06,1.39e-06,2.256050453,"C8orf48","Up"
"8210","LOC100128966",-5.633332542,1.4e-06,1.4e-06,-5.633332542,"LOC100128966","Down"
"8211","PLAC9",-5.389326613,1.4e-06,1.4e-06,-5.389326613,"PLAC9","Down"
"8212","CYP1B1",-2.598584936,1.4e-06,1.4e-06,-2.598584936,"CYP1B1","Down"
"8213","FBLIM1",-1.029180189,1.4e-06,1.4e-06,-1.029180189,"FBLIM1","Down"
"8214","HTRA2",0.986994896,1.4e-06,1.4e-06,0.986994896,"HTRA2","Up"
"8215","TXNRD3",-1.480883841,1.41e-06,1.41e-06,-1.480883841,"TXNRD3","Down"
"8216","VEZT",0.829409949,1.41e-06,1.41e-06,0.829409949,"VEZT","Up"
"8217","RABL2B",1.571519466,1.41e-06,1.41e-06,1.571519466,"RABL2B","Up"
"8218","BNC2",-3.108764594,1.43e-06,1.43e-06,-3.108764594,"BNC2","Down"
"8219","SOD2-OT1",2.401165503,1.43e-06,1.43e-06,2.401165503,"SOD2-OT1","Up"
"8220","CYP26B1",3.711663003,1.43e-06,1.43e-06,3.711663003,"CYP26B1","Up"
"8221","MAN1B1-DT",1.393988508,1.44e-06,1.44e-06,1.393988508,"MAN1B1-DT","Up"
"8222","ZNF470-DT",2.869224923,1.44e-06,1.44e-06,2.869224923,"ZNF470-DT","Up"
"8223","LINC02595",-3.646473893,1.45e-06,1.45e-06,-3.646473893,"LINC02595","Down"
"8224","SUGT1P4-STRA6LP",-3.266112692,1.45e-06,1.45e-06,-3.266112692,"SUGT1P4-STRA6LP","Down"
"8225","EBNA1BP2",-1.175909838,1.45e-06,1.45e-06,-1.175909838,"EBNA1BP2","Down"
"8226","BICD2",0.847606855,1.46e-06,1.46e-06,0.847606855,"BICD2","Up"
"8227","MZF1-AS1",2.04861408,1.46e-06,1.46e-06,2.04861408,"MZF1-AS1","Up"
"8228","UBE2D3",-0.443257671,1.47e-06,1.47e-06,-0.443257671,"UBE2D3","Not Sig"
"8229","TH",3.329311341,1.48e-06,1.48e-06,3.329311341,"TH","Up"
"8230","LOC101928824",3.416245891,1.49e-06,1.49e-06,3.416245891,"LOC101928824","Up"
"8231","LOC105370504",-3.290535719,1.5e-06,1.5e-06,-3.290535719,"LOC105370504","Down"
"8232","NAT2",-5.463116701,1.51e-06,1.51e-06,-5.463116701,"NAT2","Down"
"8233","POGK",0.544243251,1.51e-06,1.51e-06,0.544243251,"POGK","Not Sig"
"8234","CCDC142",0.781516977,1.52e-06,1.52e-06,0.781516977,"CCDC142","Up"
"8235","LRFN2",-2.321450137,1.53e-06,1.53e-06,-2.321450137,"LRFN2","Down"
"8236","CCZ1B",-0.83462987,1.53e-06,1.53e-06,-0.83462987,"CCZ1B","Down"
"8237","DGKE",1.279514199,1.53e-06,1.53e-06,1.279514199,"DGKE","Up"
"8238","NDNF",-3.049473777,1.55e-06,1.55e-06,-3.049473777,"NDNF","Down"
"8239","NCEH1",-1.150992148,1.55e-06,1.55e-06,-1.150992148,"NCEH1","Down"
"8240","EPM2A",0.785144702,1.55e-06,1.55e-06,0.785144702,"EPM2A","Up"
"8241","CCBE1",-3.797585279,1.56e-06,1.56e-06,-3.797585279,"CCBE1","Down"
"8242","GLUD1P2",2.463249325,1.56e-06,1.56e-06,2.463249325,"GLUD1P2","Up"
"8243","LOC105377485",-4.311159529,1.57e-06,1.57e-06,-4.311159529,"LOC105377485","Down"
"8244","TMEM114",-3.432340126,1.57e-06,1.57e-06,-3.432340126,"TMEM114","Down"
"8245","SNORD45B",-2.883097688,1.57e-06,1.57e-06,-2.883097688,"SNORD45B","Down"
"8246","SELENOK",0.725037234,1.57e-06,1.57e-06,0.725037234,"SELENOK","Up"
"8247","STAMBPL1",1.102036202,1.57e-06,1.57e-06,1.102036202,"STAMBPL1","Up"
"8248","FAM182B",2.822840372,1.57e-06,1.57e-06,2.822840372,"FAM182B","Up"
"8249","CCDC9",-1.532555749,1.58e-06,1.58e-06,-1.532555749,"CCDC9","Down"
"8250","PAQR4",0.92694386,1.59e-06,1.59e-06,0.92694386,"PAQR4","Up"
"8251","LOC102723360_1",0.623915636,1.61e-06,1.61e-06,0.623915636,"LOC102723360_1","Up"
"8252","ADAMTS19-AS1",-3.530352305,1.62e-06,1.62e-06,-3.530352305,"ADAMTS19-AS1","Down"
"8253","MAPK12",1.361147132,1.62e-06,1.62e-06,1.361147132,"MAPK12","Up"
"8254","RBPJ",-1.16058642,1.63e-06,1.63e-06,-1.16058642,"RBPJ","Down"
"8255","RNF216P1",0.794524802,1.63e-06,1.63e-06,0.794524802,"RNF216P1","Up"
"8256","ANP32AP1",-2.672104508,1.64e-06,1.64e-06,-2.672104508,"ANP32AP1","Down"
"8257","NT5C",-1.48503672,1.64e-06,1.64e-06,-1.48503672,"NT5C","Down"
"8258","ZSCAN22",0.94793312,1.64e-06,1.64e-06,0.94793312,"ZSCAN22","Up"
"8259","ZNF91",1.161957965,1.64e-06,1.64e-06,1.161957965,"ZNF91","Up"
"8260","PTPN4",-0.948991167,1.65e-06,1.65e-06,-0.948991167,"PTPN4","Down"
"8261","TAF9B",0.52368045,1.66e-06,1.66e-06,0.52368045,"TAF9B","Not Sig"
"8262","ZNF770",-0.587162455,1.68e-06,1.68e-06,-0.587162455,"ZNF770","Down"
"8263","R3HDM4",0.53888031,1.68e-06,1.68e-06,0.53888031,"R3HDM4","Not Sig"
"8264","MPPED1",3.673259272,1.68e-06,1.68e-06,3.673259272,"MPPED1","Up"
"8265","PFN1P2",4.075283623,1.68e-06,1.68e-06,4.075283623,"PFN1P2","Up"
"8266","LOC105375724",-6.454692822,1.69e-06,1.69e-06,-6.454692822,"LOC105375724","Down"
"8267","SNORD110",-2.697077792,1.69e-06,1.69e-06,-2.697077792,"SNORD110","Down"
"8268","EXOSC10",-0.651272898,1.69e-06,1.69e-06,-0.651272898,"EXOSC10","Down"
"8269","LINC01772",2.295836579,1.69e-06,1.69e-06,2.295836579,"LINC01772","Up"
"8270","BIN3-IT1",-6.042201108,1.71e-06,1.71e-06,-6.042201108,"BIN3-IT1","Down"
"8271","LPAR6",-3.997592006,1.71e-06,1.71e-06,-3.997592006,"LPAR6","Down"
"8272","LINC00665",-1.355071428,1.71e-06,1.71e-06,-1.355071428,"LINC00665","Down"
"8273","ZEB1-AS1",1.744643553,1.71e-06,1.71e-06,1.744643553,"ZEB1-AS1","Up"
"8274","SPPL2B",0.767262854,1.72e-06,1.72e-06,0.767262854,"SPPL2B","Up"
"8275","STK4",-0.751987568,1.73e-06,1.73e-06,-0.751987568,"STK4","Down"
"8276","TOGARAM1",0.830279718,1.73e-06,1.73e-06,0.830279718,"TOGARAM1","Up"
"8277","VWCE",-1.081526492,1.74e-06,1.74e-06,-1.081526492,"VWCE","Down"
"8278","DNAJC30",1.453300318,1.74e-06,1.74e-06,1.453300318,"DNAJC30","Up"
"8279","ZMPSTE24",-0.890886644,1.75e-06,1.75e-06,-0.890886644,"ZMPSTE24","Down"
"8280","ANKHD1",-1.837789185,1.77e-06,1.77e-06,-1.837789185,"ANKHD1","Down"
"8281","SNX14",0.808500756,1.77e-06,1.77e-06,0.808500756,"SNX14","Up"
"8282","PRRT3",1.162609312,1.77e-06,1.77e-06,1.162609312,"PRRT3","Up"
"8283","SENP3",-1.046682375,1.78e-06,1.78e-06,-1.046682375,"SENP3","Down"
"8284","C1orf198",0.800983382,1.79e-06,1.79e-06,0.800983382,"C1orf198","Up"
"8285","VTI1A",1.372768673,1.79e-06,1.79e-06,1.372768673,"VTI1A","Up"
"8286","APOBEC3G",-5.629550637,1.8e-06,1.8e-06,-5.629550637,"APOBEC3G","Down"
"8287","SIL1",0.951149901,1.8e-06,1.8e-06,0.951149901,"SIL1","Up"
"8288","LINC00622",2.734857382,1.8e-06,1.8e-06,2.734857382,"LINC00622","Up"
"8289","UPK3B_1",-5.908471503,1.81e-06,1.81e-06,-5.908471503,"UPK3B_1","Down"
"8290","COMMD4",-1.208981236,1.81e-06,1.81e-06,-1.208981236,"COMMD4","Down"
"8291","FFAR4",4.479562827,1.81e-06,1.81e-06,4.479562827,"FFAR4","Up"
"8292","PTMS",1.583596792,1.82e-06,1.82e-06,1.583596792,"PTMS","Up"
"8293","KLK5",-6.191895613,1.83e-06,1.83e-06,-6.191895613,"KLK5","Down"
"8294","GCN1",-0.920709385,1.83e-06,1.83e-06,-0.920709385,"GCN1","Down"
"8295","ALOX12-AS1",3.068791418,1.83e-06,1.83e-06,3.068791418,"ALOX12-AS1","Up"
"8296","POLR1C",-0.9041298,1.84e-06,1.84e-06,-0.9041298,"POLR1C","Down"
"8297","RNF145",1.454575,1.84e-06,1.84e-06,1.454575,"RNF145","Up"
"8298","SLC22A3",2.354985755,1.85e-06,1.85e-06,2.354985755,"SLC22A3","Up"
"8299","TMEM220-AS1",-3.003782402,1.87e-06,1.87e-06,-3.003782402,"TMEM220-AS1","Down"
"8300","DNASE1",1.298188213,1.88e-06,1.88e-06,1.298188213,"DNASE1","Up"
"8301","TSSK3",1.55128158,1.89e-06,1.89e-06,1.55128158,"TSSK3","Up"
"8302","LOC107985414",1.656194176,1.89e-06,1.89e-06,1.656194176,"LOC107985414","Up"
"8303","INTU",-1.556092469,1.91e-06,1.91e-06,-1.556092469,"INTU","Down"
"8304","MAIP1",-0.837925218,1.91e-06,1.91e-06,-0.837925218,"MAIP1","Down"
"8305","CCDC65",1.253811119,1.91e-06,1.91e-06,1.253811119,"CCDC65","Up"
"8306","NIPSNAP3B",1.917654634,1.91e-06,1.91e-06,1.917654634,"NIPSNAP3B","Up"
"8307","LOC112268201",2.827397385,1.93e-06,1.93e-06,2.827397385,"LOC112268201","Up"
"8308","LOC105378340",-7.004884957,1.94e-06,1.94e-06,-7.004884957,"LOC105378340","Down"
"8309","GLDN",-3.9051912,1.94e-06,1.94e-06,-3.9051912,"GLDN","Down"
"8310","ATF6",0.994643895,1.95e-06,1.95e-06,0.994643895,"ATF6","Up"
"8311","LINC00882",3.936668953,1.95e-06,1.95e-06,3.936668953,"LINC00882","Up"
"8312","TMEM9B-AS1",1.630144521,1.96e-06,1.96e-06,1.630144521,"TMEM9B-AS1","Up"
"8313","TRNF",-4.316809052,1.98e-06,1.98e-06,-4.316809052,"TRNF","Down"
"8314","PRR19",0.78721587,1.99e-06,1.99e-06,0.78721587,"PRR19","Up"
"8315","CCDC3",1.679204756,1.99e-06,1.99e-06,1.679204756,"CCDC3","Up"
"8316","PRDM16-DT",5.033714169,1.99e-06,1.99e-06,5.033714169,"PRDM16-DT","Up"
"8317","NPHS1",-2.737277238,2e-06,2e-06,-2.737277238,"NPHS1","Down"
"8318","FAM50B",-1.714363614,2e-06,2e-06,-1.714363614,"FAM50B","Down"
"8319","INPP5A",0.873490691,2.01e-06,2.01e-06,0.873490691,"INPP5A","Up"
"8320","KREMEN2",-2.049849168,2.03e-06,2.03e-06,-2.049849168,"KREMEN2","Down"
"8321","SNX3",-0.667995358,2.03e-06,2.03e-06,-0.667995358,"SNX3","Down"
"8322","DROSHA",-0.630463059,2.04e-06,2.04e-06,-0.630463059,"DROSHA","Down"
"8323","SETBP1-DT",4.379955301,2.05e-06,2.05e-06,4.379955301,"SETBP1-DT","Up"
"8324","ERICH2",0.716505906,2.06e-06,2.06e-06,0.716505906,"ERICH2","Up"
"8325","CREBZF",-0.580249857,2.07e-06,2.07e-06,-0.580249857,"CREBZF","Down"
"8326","URB1",-0.768269213,2.08e-06,2.08e-06,-0.768269213,"URB1","Down"
"8327","TNFRSF13C",-2.447545714,2.09e-06,2.09e-06,-2.447545714,"TNFRSF13C","Down"
"8328","MCRS1",-0.653147408,2.1e-06,2.1e-06,-0.653147408,"MCRS1","Down"
"8329","SELPLG",4.307547946,2.1e-06,2.1e-06,4.307547946,"SELPLG","Up"
"8330","AMOT",1.281196828,2.11e-06,2.11e-06,1.281196828,"AMOT","Up"
"8331","NUDT19",1.38844457,2.11e-06,2.11e-06,1.38844457,"NUDT19","Up"
"8332","DTX2P1-UPK3BP1-PMS2P11",-1.724639714,2.12e-06,2.12e-06,-1.724639714,"DTX2P1-UPK3BP1-PMS2P11","Down"
"8333","KLHL21",-1.203480498,2.13e-06,2.13e-06,-1.203480498,"KLHL21","Down"
"8334","IGDCC3",0.773440994,2.13e-06,2.13e-06,0.773440994,"IGDCC3","Up"
"8335","LOC107986403",-5.084158821,2.14e-06,2.14e-06,-5.084158821,"LOC107986403","Down"
"8336","TCHP",0.707839796,2.16e-06,2.16e-06,0.707839796,"TCHP","Up"
"8337","NFKBIZ",-1.332668029,2.17e-06,2.17e-06,-1.332668029,"NFKBIZ","Down"
"8338","PGM3",-1.113546054,2.18e-06,2.18e-06,-1.113546054,"PGM3","Down"
"8339","ELP4",-0.735708677,2.18e-06,2.18e-06,-0.735708677,"ELP4","Down"
"8340","SCAT2",-4.728722729,2.19e-06,2.19e-06,-4.728722729,"SCAT2","Down"
"8341","INCENP",-1.399031046,2.19e-06,2.19e-06,-1.399031046,"INCENP","Down"
"8342","CLTCL1",-0.974494267,2.2e-06,2.2e-06,-0.974494267,"CLTCL1","Down"
"8343","BSG-AS1",-4.657932169,2.22e-06,2.22e-06,-4.657932169,"BSG-AS1","Down"
"8344","FNDC7",-2.139640541,2.22e-06,2.22e-06,-2.139640541,"FNDC7","Down"
"8345","GSTZ1",-1.130969767,2.22e-06,2.22e-06,-1.130969767,"GSTZ1","Down"
"8346","ESS2",0.939247453,2.23e-06,2.23e-06,0.939247453,"ESS2","Up"
"8347","FAM172A",1.104430764,2.23e-06,2.23e-06,1.104430764,"FAM172A","Up"
"8348","FAM222A-AS1",3.790611897,2.23e-06,2.23e-06,3.790611897,"FAM222A-AS1","Up"
"8349","SEPTIN7P14",0.814267359,2.24e-06,2.24e-06,0.814267359,"SEPTIN7P14","Up"
"8350","CD79B",-6.137232624,2.27e-06,2.27e-06,-6.137232624,"CD79B","Down"
"8351","ANK3",1.636693948,2.27e-06,2.27e-06,1.636693948,"ANK3","Up"
"8352","LRRFIP2",0.792380084,2.28e-06,2.28e-06,0.792380084,"LRRFIP2","Up"
"8353","ZNF423",-0.584043306,2.29e-06,2.29e-06,-0.584043306,"ZNF423","Down"
"8354","THY1",-1.743865956,2.3e-06,2.3e-06,-1.743865956,"THY1","Down"
"8355","ANKS1A",0.559166165,2.3e-06,2.3e-06,0.559166165,"ANKS1A","Not Sig"
"8356","VIRMA-DT",3.013937405,2.3e-06,2.3e-06,3.013937405,"VIRMA-DT","Up"
"8357","RHOQ-AS1",-4.205970844,2.31e-06,2.31e-06,-4.205970844,"RHOQ-AS1","Down"
"8358","ABCB7",-0.958541972,2.31e-06,2.31e-06,-0.958541972,"ABCB7","Down"
"8359","LL0XNC01-250H12.3",1.045931124,2.33e-06,2.33e-06,1.045931124,"LL0XNC01-250H12.3","Up"
"8360","UCP3",1.641834186,2.34e-06,2.34e-06,1.641834186,"UCP3","Up"
"8361","MEF2A",1.122130213,2.36e-06,2.36e-06,1.122130213,"MEF2A","Up"
"8362","LOC105373975",1.525556171,2.37e-06,2.37e-06,1.525556171,"LOC105373975","Up"
"8363","LINC01534",2.860902143,2.38e-06,2.38e-06,2.860902143,"LINC01534","Up"
"8364","CD14",2.925165093,2.38e-06,2.38e-06,2.925165093,"CD14","Up"
"8365","LOC105379087",-6.567409784,2.39e-06,2.39e-06,-6.567409784,"LOC105379087","Down"
"8366","LOC107985297",-4.814582344,2.4e-06,2.4e-06,-4.814582344,"LOC107985297","Down"
"8367","SH3RF3-AS1",3.607827122,2.42e-06,2.42e-06,3.607827122,"SH3RF3-AS1","Up"
"8368","LOC105374010",-6.228740454,2.43e-06,2.43e-06,-6.228740454,"LOC105374010","Down"
"8369","DHCR7",-1.002314454,2.43e-06,2.43e-06,-1.002314454,"DHCR7","Down"
"8370","COPA",0.602391239,2.45e-06,2.45e-06,0.602391239,"COPA","Up"
"8371","SNHG12",-1.266351714,2.46e-06,2.46e-06,-1.266351714,"SNHG12","Down"
"8372","DHRS4L2_1",4.381070492,2.47e-06,2.47e-06,4.381070492,"DHRS4L2_1","Up"
"8373","LOC105369180",-5.379750236,2.48e-06,2.48e-06,-5.379750236,"LOC105369180","Down"
"8374","MED17",0.344918755,2.49e-06,2.49e-06,0.344918755,"MED17","Not Sig"
"8375","STOX2",1.440047218,2.5e-06,2.5e-06,1.440047218,"STOX2","Up"
"8376","MAP4K1",-2.708774744,2.51e-06,2.51e-06,-2.708774744,"MAP4K1","Down"
"8377","IRF2BP2",0.379033571,2.51e-06,2.51e-06,0.379033571,"IRF2BP2","Not Sig"
"8378","ERC1",1.169347903,2.53e-06,2.53e-06,1.169347903,"ERC1","Up"
"8379","PLS3-AS1",-4.566245293,2.54e-06,2.54e-06,-4.566245293,"PLS3-AS1","Down"
"8380","ZFP62",0.7375007,2.55e-06,2.55e-06,0.7375007,"ZFP62","Up"
"8381","INHBE",-2.261131468,2.56e-06,2.56e-06,-2.261131468,"INHBE","Down"
"8382","SF3B4",-1.143829335,2.56e-06,2.56e-06,-1.143829335,"SF3B4","Down"
"8383","BSG",-1.027098861,2.56e-06,2.56e-06,-1.027098861,"BSG","Down"
"8384","FBXO2",-1.516462087,2.57e-06,2.57e-06,-1.516462087,"FBXO2","Down"
"8385","FAM9A",5.019087182,2.57e-06,2.57e-06,5.019087182,"FAM9A","Up"
"8386","SHROOM2",1.462535068,2.58e-06,2.58e-06,1.462535068,"SHROOM2","Up"
"8387","KLF3-AS1",1.865563112,2.58e-06,2.58e-06,1.865563112,"KLF3-AS1","Up"
"8388","DNAJC22",2.391165299,2.58e-06,2.58e-06,2.391165299,"DNAJC22","Up"
"8389","RTCA-AS1",2.778617911,2.58e-06,2.58e-06,2.778617911,"RTCA-AS1","Up"
"8390","FRMD1",-5.905763707,2.59e-06,2.59e-06,-5.905763707,"FRMD1","Down"
"8391","OSTCP1",-5.885448177,2.59e-06,2.59e-06,-5.885448177,"OSTCP1","Down"
"8392","AK2",-0.702341433,2.6e-06,2.6e-06,-0.702341433,"AK2","Down"
"8393","LOC102724057",2.126339596,2.62e-06,2.62e-06,2.126339596,"LOC102724057","Up"
"8394","ADAT1",1.033832422,2.65e-06,2.65e-06,1.033832422,"ADAT1","Up"
"8395","CROCC",-0.841321687,2.66e-06,2.66e-06,-0.841321687,"CROCC","Down"
"8396","JAK2",1.675118647,2.67e-06,2.67e-06,1.675118647,"JAK2","Up"
"8397","CCDC144A",-3.322637342,2.68e-06,2.68e-06,-3.322637342,"CCDC144A","Down"
"8398","STYXL1",-0.883291866,2.69e-06,2.69e-06,-0.883291866,"STYXL1","Down"
"8399","PNPLA7",1.652477912,2.69e-06,2.69e-06,1.652477912,"PNPLA7","Up"
"8400","F2R",0.934999063,2.73e-06,2.73e-06,0.934999063,"F2R","Up"
"8401","PITX2",2.274608902,2.73e-06,2.73e-06,2.274608902,"PITX2","Up"
"8402","WDFY3-AS2",1.337486734,2.75e-06,2.75e-06,1.337486734,"WDFY3-AS2","Up"
"8403","PWAR1",-4.677880436,2.77e-06,2.77e-06,-4.677880436,"PWAR1","Down"
"8404","KCNQ5",-4.285919803,2.78e-06,2.78e-06,-4.285919803,"KCNQ5","Down"
"8405","FBXW2",0.827644965,2.8e-06,2.8e-06,0.827644965,"FBXW2","Up"
"8406","GDPGP1",1.441127067,2.83e-06,2.83e-06,1.441127067,"GDPGP1","Up"
"8407","LINC02600",-1.33769875,2.84e-06,2.84e-06,-1.33769875,"LINC02600","Down"
"8408","RMND5B",-0.40193311,2.85e-06,2.85e-06,-0.40193311,"RMND5B","Not Sig"
"8409","PPP1R14C",2.714030962,2.85e-06,2.85e-06,2.714030962,"PPP1R14C","Up"
"8410","EEF1DP3",3.527016262,2.87e-06,2.87e-06,3.527016262,"EEF1DP3","Up"
"8411","CUL3",-0.324517474,2.88e-06,2.88e-06,-0.324517474,"CUL3","Not Sig"
"8412","JAKMIP2",1.498586436,2.88e-06,2.88e-06,1.498586436,"JAKMIP2","Up"
"8413","NOTCH2NLC",-2.458747914,2.89e-06,2.89e-06,-2.458747914,"NOTCH2NLC","Down"
"8414","LOC107984445",-6.665480636,2.9e-06,2.9e-06,-6.665480636,"LOC107984445","Down"
"8415","ZC3H14",-0.675104949,2.9e-06,2.9e-06,-0.675104949,"ZC3H14","Down"
"8416","HDHD5",-0.789909559,2.91e-06,2.91e-06,-0.789909559,"HDHD5","Down"
"8417","INO80",-0.689830017,2.91e-06,2.91e-06,-0.689830017,"INO80","Down"
"8418","FCGR1A",4.459401491,2.91e-06,2.91e-06,4.459401491,"FCGR1A","Up"
"8419","GHET1",1.935791823,2.92e-06,2.92e-06,1.935791823,"GHET1","Up"
"8420","DIRAS3",3.848066989,2.93e-06,2.93e-06,3.848066989,"DIRAS3","Up"
"8421","DNAH3",-4.023613884,2.94e-06,2.94e-06,-4.023613884,"DNAH3","Down"
"8422","LOC107984805",-4.749667048,2.95e-06,2.95e-06,-4.749667048,"LOC107984805","Down"
"8423","DNALI1",1.068242264,2.95e-06,2.95e-06,1.068242264,"DNALI1","Up"
"8424","ZNF385B",-1.985341083,2.96e-06,2.96e-06,-1.985341083,"ZNF385B","Down"
"8425","GABRR1",2.80711516,2.96e-06,2.96e-06,2.80711516,"GABRR1","Up"
"8426","ARHGAP29",-1.48735943,2.99e-06,2.99e-06,-1.48735943,"ARHGAP29","Down"
"8427","DLX6",5.030613412,2.99e-06,2.99e-06,5.030613412,"DLX6","Up"
"8428","LOC105376287",-6.191244829,3e-06,3e-06,-6.191244829,"LOC105376287","Down"
"8429","BEND4",-0.995504174,3.01e-06,3.01e-06,-0.995504174,"BEND4","Down"
"8430","KBTBD3",0.93301907,3.03e-06,3.03e-06,0.93301907,"KBTBD3","Up"
"8431","UAP1L1",-2.03605943,3.05e-06,3.05e-06,-2.03605943,"UAP1L1","Down"
"8432","NOL7",-1.060360416,3.05e-06,3.05e-06,-1.060360416,"NOL7","Down"
"8433","OARD1",-0.577669313,3.05e-06,3.05e-06,-0.577669313,"OARD1","Not Sig"
"8434","SNHG30",1.156971374,3.05e-06,3.05e-06,1.156971374,"SNHG30","Up"
"8435","TMEM126B",-0.99685888,3.07e-06,3.07e-06,-0.99685888,"TMEM126B","Down"
"8436","SNHG11",1.101527621,3.07e-06,3.07e-06,1.101527621,"SNHG11","Up"
"8437","TNFSF12",-2.914899086,3.08e-06,3.08e-06,-2.914899086,"TNFSF12","Down"
"8438","DENND4A",1.128298792,3.09e-06,3.09e-06,1.128298792,"DENND4A","Up"
"8439","HINFP",0.384098823,3.1e-06,3.1e-06,0.384098823,"HINFP","Not Sig"
"8440","H2BC20P",3.213174674,3.12e-06,3.12e-06,3.213174674,"H2BC20P","Up"
"8441","IFT172",0.840636134,3.13e-06,3.13e-06,0.840636134,"IFT172","Up"
"8442","ZNF746",0.700649515,3.14e-06,3.14e-06,0.700649515,"ZNF746","Up"
"8443","TMEM171",-5.800374234,3.15e-06,3.15e-06,-5.800374234,"TMEM171","Down"
"8444","LOC100507437",1.584113115,3.15e-06,3.15e-06,1.584113115,"LOC100507437","Up"
"8445","SNORD31",-1.880512156,3.16e-06,3.16e-06,-1.880512156,"SNORD31","Down"
"8446","GSTT2B",-3.40778658,3.18e-06,3.18e-06,-3.40778658,"GSTT2B","Down"
"8447","TTC22",-2.560846542,3.18e-06,3.18e-06,-2.560846542,"TTC22","Down"
"8448","ZNF573",-2.173577288,3.18e-06,3.18e-06,-2.173577288,"ZNF573","Down"
"8449","CALM2",1.225020255,3.18e-06,3.18e-06,1.225020255,"CALM2","Up"
"8450","ST8SIA6",-1.90641115,3.2e-06,3.2e-06,-1.90641115,"ST8SIA6","Down"
"8451","RAP1GAP2",-0.821130439,3.2e-06,3.2e-06,-0.821130439,"RAP1GAP2","Down"
"8452","GPBP1",-0.595542009,3.2e-06,3.2e-06,-0.595542009,"GPBP1","Down"
"8453","IKZF1",-5.282474247,3.21e-06,3.21e-06,-5.282474247,"IKZF1","Down"
"8454","WDFY2",-0.839521632,3.21e-06,3.21e-06,-0.839521632,"WDFY2","Down"
"8455","MTMR2",-0.494178463,3.23e-06,3.23e-06,-0.494178463,"MTMR2","Not Sig"
"8456","RAPGEFL1",0.805051502,3.23e-06,3.23e-06,0.805051502,"RAPGEFL1","Up"
"8457","LAMB3",-2.791397525,3.25e-06,3.25e-06,-2.791397525,"LAMB3","Down"
