"","Gene","log2FC","p.value","fdr","logfc","labels","sig"
"17306","MFSD6L",-1.966647543,0.246433457,0.246433457,-1.966647543,"MFSD6L","Not Sig"
"17307","LOC107986452",1.626678098,0.246433457,0.246433457,1.626678098,"LOC107986452","Not Sig"
"17308","LOC107985699",1.740629982,0.246463307,0.246463307,1.740629982,"LOC107985699","Not Sig"
"17309","MCF2",-0.541636982,0.246489053,0.246489053,-0.541636982,"MCF2","Not Sig"
"17310","EAF2",-0.68547914,0.246736701,0.246736701,-0.68547914,"EAF2","Not Sig"
"17311","FASTKD1",0.179863765,0.246799285,0.246799285,0.179863765,"FASTKD1","Not Sig"
"17312","LOC349160",-1.481383795,0.246803973,0.246803973,-1.481383795,"LOC349160","Not Sig"
"17313","COL8A1",-1.039521418,0.246822864,0.246822864,-1.039521418,"COL8A1","Not Sig"
"17314","ITGA9-AS1",-0.362804101,0.246852676,0.246852676,-0.362804101,"ITGA9-AS1","Not Sig"
"17315","LOC112268163",0.62076802,0.246978597,0.246978597,0.62076802,"LOC112268163","Not Sig"
"17316","LINC01950",-1.87341745,0.247194551,0.247194551,-1.87341745,"LINC01950","Not Sig"
"17317","EHMT2_4",-1.409107064,0.247284115,0.247284115,-1.409107064,"EHMT2_4","Not Sig"
"17318","STAB2",-1.38477497,0.247332963,0.247332963,-1.38477497,"STAB2","Not Sig"
"17319","LOC102723708",-1.885850863,0.247415858,0.247415858,-1.885850863,"LOC102723708","Not Sig"
"17320","LOC107984507",-1.832478906,0.247420966,0.247420966,-1.832478906,"LOC107984507","Not Sig"
"17321","LINC02428",-1.259359154,0.247603339,0.247603339,-1.259359154,"LINC02428","Not Sig"
"17322","RRN3P3_1",1.368287888,0.247726752,0.247726752,1.368287888,"RRN3P3_1","Not Sig"
"17323","LOC107986820",0.662151798,0.247751549,0.247751549,0.662151798,"LOC107986820","Not Sig"
"17324","KLHDC4",0.24642552,0.248124742,0.248124742,0.24642552,"KLHDC4","Not Sig"
"17325","CSRP3-AS1",1.122410409,0.248127413,0.248127413,1.122410409,"CSRP3-AS1","Not Sig"
"17326","ANKRD20A21P",-1.95004746,0.248146553,0.248146553,-1.95004746,"ANKRD20A21P","Not Sig"
"17327","TNIP3",-1.206787895,0.248146553,0.248146553,-1.206787895,"TNIP3","Not Sig"
"17328","LOC107985648",1.382701777,0.248146553,0.248146553,1.382701777,"LOC107985648","Not Sig"
"17329","VIRMA",-0.102786757,0.248268299,0.248268299,-0.102786757,"VIRMA","Not Sig"
"17330","ALDH1A2",-0.985801633,0.248330245,0.248330245,-0.985801633,"ALDH1A2","Not Sig"
"17331","MLX",0.162007078,0.248597373,0.248597373,0.162007078,"MLX","Not Sig"
"17332","ORC5",0.188535036,0.248814364,0.248814364,0.188535036,"ORC5","Not Sig"
"17333","H2AC19",-1.303962134,0.248829928,0.248829928,-1.303962134,"H2AC19","Not Sig"
"17334","HDAC4-AS1",-1.247952735,0.248829928,0.248829928,-1.247952735,"HDAC4-AS1","Not Sig"
"17335","HCN3",1.604719209,0.248829928,0.248829928,1.604719209,"HCN3","Not Sig"
"17336","LOC107986938",-1.690535166,0.248863796,0.248863796,-1.690535166,"LOC107986938","Not Sig"
"17337","ERICH6",1.269350081,0.249071381,0.249071381,1.269350081,"ERICH6","Not Sig"
"17338","TOR4A",-0.549131337,0.249168011,0.249168011,-0.549131337,"TOR4A","Not Sig"
"17339","SMOC1",-0.687213006,0.249200614,0.249200614,-0.687213006,"SMOC1","Not Sig"
"17340","ZNF705E",-0.674946,0.249200614,0.249200614,-0.674946,"ZNF705E","Not Sig"
"17341","CMTR2",-0.319061357,0.249204185,0.249204185,-0.319061357,"CMTR2","Not Sig"
"17342","TK2",-0.185079194,0.249204185,0.249204185,-0.185079194,"TK2","Not Sig"
"17343","NRBF2",0.158430812,0.249204185,0.249204185,0.158430812,"NRBF2","Not Sig"
"17344","LOC105378808",0.752257076,0.249204185,0.249204185,0.752257076,"LOC105378808","Not Sig"
"17345","MLIP",1.832483215,0.249204185,0.249204185,1.832483215,"MLIP","Not Sig"
"17346","TEX13C",-1.338556565,0.249205445,0.249205445,-1.338556565,"TEX13C","Not Sig"
"17347","LOC101928053",0.768691959,0.249470086,0.249470086,0.768691959,"LOC101928053","Not Sig"
"17348","ECT2L",0.739254474,0.24952751,0.24952751,0.739254474,"ECT2L","Not Sig"
"17349","RRH",1.18176781,0.249707718,0.249707718,1.18176781,"RRH","Not Sig"
"17350","ACYP1",0.308918988,0.250014571,0.250014571,0.308918988,"ACYP1","Not Sig"
"17351","LOC112268280",1.637505491,0.250014571,0.250014571,1.637505491,"LOC112268280","Not Sig"
"17352","ZNF587",0.22795316,0.250071195,0.250071195,0.22795316,"ZNF587","Not Sig"
"17353","ZNF594-DT",-0.789852167,0.25008712,0.25008712,-0.789852167,"ZNF594-DT","Not Sig"
"17354","ERAL1",-0.102648711,0.250089831,0.250089831,-0.102648711,"ERAL1","Not Sig"
"17355","LOC105370970",-1.134061679,0.250146113,0.250146113,-1.134061679,"LOC105370970","Not Sig"
"17356","STON1-GTF2A1L",-0.795022687,0.250186098,0.250186098,-0.795022687,"STON1-GTF2A1L","Not Sig"
"17357","SNORA71B",-0.755497844,0.250224987,0.250224987,-0.755497844,"SNORA71B","Not Sig"
"17358","LOC105371870",0.776925188,0.250233904,0.250233904,0.776925188,"LOC105371870","Not Sig"
"17359","SPEN",0.239383895,0.25031204,0.25031204,0.239383895,"SPEN","Not Sig"
"17360","JMJD4",0.266928347,0.25031204,0.25031204,0.266928347,"JMJD4","Not Sig"
"17361","SLC3A1",1.240917248,0.25031204,0.25031204,1.240917248,"SLC3A1","Not Sig"
"17362","FAM226B",1.061850778,0.25033335,0.25033335,1.061850778,"FAM226B","Not Sig"
"17363","LOC101927864",0.713561201,0.250355638,0.250355638,0.713561201,"LOC101927864","Not Sig"
"17364","LINC00431",-1.380813966,0.250402047,0.250402047,-1.380813966,"LINC00431","Not Sig"
"17365","LOC105377647",-1.426221045,0.250471481,0.250471481,-1.426221045,"LOC105377647","Not Sig"
"17366","ARPC3",0.198657749,0.250471481,0.250471481,0.198657749,"ARPC3","Not Sig"
"17367","LINC01094",-1.952945309,0.250546502,0.250546502,-1.952945309,"LINC01094","Not Sig"
"17368","LOC101927151",-0.226236041,0.250603187,0.250603187,-0.226236041,"LOC101927151","Not Sig"
"17369","LOC105379005",0.744112574,0.25068254,0.25068254,0.744112574,"LOC105379005","Not Sig"
"17370","CD151",-0.275092121,0.251191097,0.251191097,-0.275092121,"CD151","Not Sig"
"17371","LOC101926969",1.835857581,0.251191097,0.251191097,1.835857581,"LOC101926969","Not Sig"
"17372","LOC100506606",0.697812485,0.251302735,0.251302735,0.697812485,"LOC100506606","Not Sig"
"17373","MASP2",-0.434269597,0.251368703,0.251368703,-0.434269597,"MASP2","Not Sig"
"17374","FAM237B",1.750992225,0.251368703,0.251368703,1.750992225,"FAM237B","Not Sig"
"17375","MIR22HG_1",-1.885518856,0.251473886,0.251473886,-1.885518856,"MIR22HG_1","Not Sig"
"17376","NUDT12",-0.332273836,0.251473886,0.251473886,-0.332273836,"NUDT12","Not Sig"
"17377","LOC105373182",1.959316491,0.251473886,0.251473886,1.959316491,"LOC105373182","Not Sig"
"17378","LOC100506858",1.951185024,0.251517767,0.251517767,1.951185024,"LOC100506858","Not Sig"
"17379","PRICKLE2-AS2",-1.943813937,0.251532316,0.251532316,-1.943813937,"PRICKLE2-AS2","Not Sig"
"17380","LOC105375156",-1.899530575,0.251539808,0.251539808,-1.899530575,"LOC105375156","Not Sig"
"17381","DHRS11",1.247413747,0.251560463,0.251560463,1.247413747,"DHRS11","Not Sig"
"17382","FAM135A-AS1",-1.750801763,0.2515661,0.2515661,-1.750801763,"FAM135A-AS1","Not Sig"
"17383","LOC105374664",1.254579114,0.251607145,0.251607145,1.254579114,"LOC105374664","Not Sig"
"17384","CNR2",1.929792012,0.251653536,0.251653536,1.929792012,"CNR2","Not Sig"
"17385","LOC107984034",-1.698409365,0.251922778,0.251922778,-1.698409365,"LOC107984034","Not Sig"
"17386","GFPT1",-0.215566354,0.251974056,0.251974056,-0.215566354,"GFPT1","Not Sig"
"17387","CDKN1C",0.797221217,0.252022925,0.252022925,0.797221217,"CDKN1C","Not Sig"
"17388","LOC112268038",-1.197237081,0.252027207,0.252027207,-1.197237081,"LOC112268038","Not Sig"
"17389","AP2A2",0.533765949,0.252059876,0.252059876,0.533765949,"AP2A2","Not Sig"
"17390","LINC02270",1.913641514,0.252088525,0.252088525,1.913641514,"LINC02270","Not Sig"
"17391","FZD3",0.242807316,0.252106936,0.252106936,0.242807316,"FZD3","Not Sig"
"17392","MIR6806",1.631142903,0.252125508,0.252125508,1.631142903,"MIR6806","Not Sig"
"17393","XAF1",-1.689287693,0.252167905,0.252167905,-1.689287693,"XAF1","Not Sig"
"17394","NRBP2",0.454215876,0.252231298,0.252231298,0.454215876,"NRBP2","Not Sig"
"17395","LOC107985246",-0.683280609,0.252315331,0.252315331,-0.683280609,"LOC107985246","Not Sig"
"17396","RNF223",-1.942014385,0.252343777,0.252343777,-1.942014385,"RNF223","Not Sig"
"17397","SPANXN3",-1.930610907,0.252343777,0.252343777,-1.930610907,"SPANXN3","Not Sig"
"17398","LINC01303",-1.886011713,0.252463408,0.252463408,-1.886011713,"LINC01303","Not Sig"
"17399","WAC",-0.098176569,0.252647245,0.252647245,-0.098176569,"WAC","Not Sig"
"17400","LOC105372988",-1.949397043,0.252684834,0.252684834,-1.949397043,"LOC105372988","Not Sig"
"17401","ALPP",-1.483810479,0.25273149,0.25273149,-1.483810479,"ALPP","Not Sig"
"17402","LOC101927262",1.518794173,0.252748816,0.252748816,1.518794173,"LOC101927262","Not Sig"
"17403","LOC105375271",-1.942778141,0.252828869,0.252828869,-1.942778141,"LOC105375271","Not Sig"
"17404","LOC107986777",1.66648259,0.252887275,0.252887275,1.66648259,"LOC107986777","Not Sig"
"17405","LOC112268134",-1.02228425,0.253095717,0.253095717,-1.02228425,"LOC112268134","Not Sig"
"17406","EDEM2",-0.520651235,0.253172258,0.253172258,-0.520651235,"EDEM2","Not Sig"
"17407","LOC112268170",-0.610778523,0.253197115,0.253197115,-0.610778523,"LOC112268170","Not Sig"
"17408","MSH2",-0.249031572,0.253389773,0.253389773,-0.249031572,"MSH2","Not Sig"
"17409","LOC105374768",1.489259193,0.253629727,0.253629727,1.489259193,"LOC105374768","Not Sig"
"17410","PGBD3",1.433751006,0.253854795,0.253854795,1.433751006,"PGBD3","Not Sig"
"17411","GAL",0.537953857,0.253869853,0.253869853,0.537953857,"GAL","Not Sig"
"17412","CBR1",-0.251625197,0.253947368,0.253947368,-0.251625197,"CBR1","Not Sig"
"17413","CCDC158",1.163003029,0.254149086,0.254149086,1.163003029,"CCDC158","Not Sig"
"17414","WASH8P",1.282524669,0.254286426,0.254286426,1.282524669,"WASH8P","Not Sig"
"17415","LTF",-1.672031972,0.254416097,0.254416097,-1.672031972,"LTF","Not Sig"
"17416","OVOS2",1.947344173,0.254416097,0.254416097,1.947344173,"OVOS2","Not Sig"
"17417","TRPC1",0.223680202,0.254534759,0.254534759,0.223680202,"TRPC1","Not Sig"
"17418","LOC105373649",1.851922006,0.254534759,0.254534759,1.851922006,"LOC105373649","Not Sig"
"17419","ENTPD1-AS1",-1.408554368,0.254616318,0.254616318,-1.408554368,"ENTPD1-AS1","Not Sig"
"17420","RFX1_1",-0.915135295,0.254621994,0.254621994,-0.915135295,"RFX1_1","Not Sig"
"17421","FLJ13224",1.499521517,0.254621994,0.254621994,1.499521517,"FLJ13224","Not Sig"
"17422","MKRN7P",1.658047182,0.254621994,0.254621994,1.658047182,"MKRN7P","Not Sig"
"17423","PRAF2",-0.271269863,0.254721477,0.254721477,-0.271269863,"PRAF2","Not Sig"
"17424","PWARSN",-0.689607989,0.25479184,0.25479184,-0.689607989,"PWARSN","Not Sig"
"17425","SHTN1",0.364679721,0.25490315,0.25490315,0.364679721,"SHTN1","Not Sig"
"17426","ZNF687",-0.206824518,0.255002954,0.255002954,-0.206824518,"ZNF687","Not Sig"
"17427","LOC105378701",-0.754913041,0.255224124,0.255224124,-0.754913041,"LOC105378701","Not Sig"
"17428","RYBP",0.643434838,0.255345571,0.255345571,0.643434838,"RYBP","Not Sig"
"17429","LINC02348",-0.844438213,0.255429533,0.255429533,-0.844438213,"LINC02348","Not Sig"
"17430","LOC100130548",0.849049935,0.255525662,0.255525662,0.849049935,"LOC100130548","Not Sig"
"17431","QSER1",-0.193411679,0.255617246,0.255617246,-0.193411679,"QSER1","Not Sig"
"17432","FUS",-0.360659961,0.255769173,0.255769173,-0.360659961,"FUS","Not Sig"
"17433","MGC32805",1.566911116,0.255798736,0.255798736,1.566911116,"MGC32805","Not Sig"
"17434","FCGBP",1.726643499,0.255947828,0.255947828,1.726643499,"FCGBP","Not Sig"
"17435","ECHDC1",-0.202134389,0.256004963,0.256004963,-0.202134389,"ECHDC1","Not Sig"
"17436","LOC105376431",-1.023649535,0.256027955,0.256027955,-1.023649535,"LOC105376431","Not Sig"
"17437","LOC105378353",-1.281355315,0.256051195,0.256051195,-1.281355315,"LOC105378353","Not Sig"
"17438","CYP11A1_1",-1.937183043,0.256065418,0.256065418,-1.937183043,"CYP11A1_1","Not Sig"
"17439","ZNF717",-1.686924914,0.256065418,0.256065418,-1.686924914,"ZNF717","Not Sig"
"17440","LPCAT1_1",-0.785968825,0.256490866,0.256490866,-0.785968825,"LPCAT1_1","Not Sig"
"17441","MICOS10P1",1.8791834,0.256499884,0.256499884,1.8791834,"MICOS10P1","Not Sig"
"17442","ZNF277",0.256361844,0.256570444,0.256570444,0.256361844,"ZNF277","Not Sig"
"17443","MIR503HG",1.176832362,0.256868845,0.256868845,1.176832362,"MIR503HG","Not Sig"
"17444","SLC36A4",0.197250502,0.257027908,0.257027908,0.197250502,"SLC36A4","Not Sig"
"17445","LOC107984442",1.799197731,0.257086536,0.257086536,1.799197731,"LOC107984442","Not Sig"
"17446","LOC105377732",-1.857130744,0.257167235,0.257167235,-1.857130744,"LOC105377732","Not Sig"
"17447","DNAAF3",0.468737133,0.257167235,0.257167235,0.468737133,"DNAAF3","Not Sig"
"17448","IQGAP2",-0.33683016,0.257274253,0.257274253,-0.33683016,"IQGAP2","Not Sig"
"17449","SNORD12C",-1.548835438,0.257292764,0.257292764,-1.548835438,"SNORD12C","Not Sig"
"17450","ASAP1-IT2",1.690054209,0.257369505,0.257369505,1.690054209,"ASAP1-IT2","Not Sig"
"17451","GATA2",-1.092968539,0.257404298,0.257404298,-1.092968539,"GATA2","Not Sig"
"17452","ARPC4",0.259237305,0.257463625,0.257463625,0.259237305,"ARPC4","Not Sig"
"17453","ZNF148",0.261019341,0.257486395,0.257486395,0.261019341,"ZNF148","Not Sig"
"17454","APOBEC2",0.941171589,0.257544179,0.257544179,0.941171589,"APOBEC2","Not Sig"
"17455","PRDM8",0.643105844,0.257596725,0.257596725,0.643105844,"PRDM8","Not Sig"
"17456","CDR2",-0.865507407,0.257632346,0.257632346,-0.865507407,"CDR2","Not Sig"
"17457","SNORD95",-0.768304432,0.257640244,0.257640244,-0.768304432,"SNORD95","Not Sig"
"17458","HNRNPR",-0.721065494,0.257658917,0.257658917,-0.721065494,"HNRNPR","Not Sig"
"17459","LOC107986018",-1.898648684,0.257713491,0.257713491,-1.898648684,"LOC107986018","Not Sig"
"17460","LOC105375074",-1.928625684,0.257812296,0.257812296,-1.928625684,"LOC105375074","Not Sig"
"17461","DPH7",-0.199936703,0.257893985,0.257893985,-0.199936703,"DPH7","Not Sig"
"17462","LOC105375956",1.116394112,0.258080372,0.258080372,1.116394112,"LOC105375956","Not Sig"
"17463","DYRK3-AS1",-0.92386965,0.258384526,0.258384526,-0.92386965,"DYRK3-AS1","Not Sig"
"17464","SUPT3H",-0.185086742,0.25842511,0.25842511,-0.185086742,"SUPT3H","Not Sig"
"17465","HYOU1_1",-0.78817251,0.258465653,0.258465653,-0.78817251,"HYOU1_1","Not Sig"
"17466","OR51B4",-1.905937458,0.258594826,0.258594826,-1.905937458,"OR51B4","Not Sig"
"17467","LHX5",-0.445018463,0.258594826,0.258594826,-0.445018463,"LHX5","Not Sig"
"17468","RPP40",-0.256264955,0.258594826,0.258594826,-0.256264955,"RPP40","Not Sig"
"17469","DKFZP586I1420",-0.438486415,0.258853375,0.258853375,-0.438486415,"DKFZP586I1420","Not Sig"
"17470","MYO15B",0.796568419,0.258879352,0.258879352,0.796568419,"MYO15B","Not Sig"
"17471","H2AC21",-1.530257109,0.258917888,0.258917888,-1.530257109,"H2AC21","Not Sig"
"17472","SCN4B",0.51818707,0.258917888,0.258917888,0.51818707,"SCN4B","Not Sig"
"17473","OSM",-1.889209588,0.259064089,0.259064089,-1.889209588,"OSM","Not Sig"
"17474","AZIN1",0.297855957,0.259170769,0.259170769,0.297855957,"AZIN1","Not Sig"
"17475","LOC105375164",-1.897149044,0.259224186,0.259224186,-1.897149044,"LOC105375164","Not Sig"
"17476","HIPK1",0.16322373,0.259456634,0.259456634,0.16322373,"HIPK1","Not Sig"
"17477","COPS3",0.221122977,0.259456634,0.259456634,0.221122977,"COPS3","Not Sig"
"17478","HS3ST1",0.701891952,0.259562275,0.259562275,0.701891952,"HS3ST1","Not Sig"
"17479","MPND",-0.186651832,0.259591987,0.259591987,-0.186651832,"MPND","Not Sig"
"17480","LOC100505915",-1.67063561,0.259681318,0.259681318,-1.67063561,"LOC100505915","Not Sig"
"17481","LOC107986669",1.00433076,0.259685927,0.259685927,1.00433076,"LOC107986669","Not Sig"
"17482","LINC01126",-1.122868007,0.259735367,0.259735367,-1.122868007,"LINC01126","Not Sig"
"17483","LOC105370913",1.244122349,0.259744616,0.259744616,1.244122349,"LOC105370913","Not Sig"
"17484","CHADL",0.469176575,0.259792265,0.259792265,0.469176575,"CHADL","Not Sig"
"17485","TCF20_4",1.532340852,0.25985575,0.25985575,1.532340852,"TCF20_4","Not Sig"
"17486","ALG1L",0.656431012,0.259866835,0.259866835,0.656431012,"ALG1L","Not Sig"
"17487","LINC01816",0.397837244,0.260043803,0.260043803,0.397837244,"LINC01816","Not Sig"
"17488","KRT9",-1.868359097,0.260092524,0.260092524,-1.868359097,"KRT9","Not Sig"
"17489","OVOS2_1",0.9837567,0.260092524,0.260092524,0.9837567,"OVOS2_1","Not Sig"
"17490","LOC105378560",-1.765221315,0.260280081,0.260280081,-1.765221315,"LOC105378560","Not Sig"
"17491","RASGRP3-AS1",1.269367843,0.260533718,0.260533718,1.269367843,"RASGRP3-AS1","Not Sig"
"17492","LOC105378372",-1.499543349,0.260557161,0.260557161,-1.499543349,"LOC105378372","Not Sig"
"17493","LOC100506281_1",1.765611686,0.260557161,0.260557161,1.765611686,"LOC100506281_1","Not Sig"
"17494","TMEM245",-0.218299382,0.26077703,0.26077703,-0.218299382,"TMEM245","Not Sig"
"17495","LINC02585",0.593497899,0.260803408,0.260803408,0.593497899,"LINC02585","Not Sig"
"17496","ACOX3",-0.153951221,0.260826674,0.260826674,-0.153951221,"ACOX3","Not Sig"
"17497","PRR3_3",-1.918519505,0.260878333,0.260878333,-1.918519505,"PRR3_3","Not Sig"
"17498","LBHD1",0.406855257,0.260988192,0.260988192,0.406855257,"LBHD1","Not Sig"
"17499","ZNF655",-0.349374592,0.261154444,0.261154444,-0.349374592,"ZNF655","Not Sig"
"17500","NPAT",-0.202607435,0.261154444,0.261154444,-0.202607435,"NPAT","Not Sig"
"17501","IKBKG",0.451526553,0.261154444,0.261154444,0.451526553,"IKBKG","Not Sig"
"17502","LOC101929322",0.604369324,0.261154444,0.261154444,0.604369324,"LOC101929322","Not Sig"
"17503","LOC105376218",-1.90920652,0.261336468,0.261336468,-1.90920652,"LOC105376218","Not Sig"
"17504","TNXB_2",-1.399998472,0.261428396,0.261428396,-1.399998472,"TNXB_2","Not Sig"
"17505","RAPGEF1",0.365540718,0.26144319,0.26144319,0.365540718,"RAPGEF1","Not Sig"
"17506","LOC105371981",-1.832612793,0.261501445,0.261501445,-1.832612793,"LOC105371981","Not Sig"
"17507","SNORD116-29",-1.324045179,0.26153526,0.26153526,-1.324045179,"SNORD116-29","Not Sig"
"17508","CARMIL1",-0.332094445,0.261538939,0.261538939,-0.332094445,"CARMIL1","Not Sig"
"17509","SFT2D2",0.182352055,0.261783633,0.261783633,0.182352055,"SFT2D2","Not Sig"
"17510","C2orf69",0.174303423,0.261790822,0.261790822,0.174303423,"C2orf69","Not Sig"
"17511","DYNC2LI1",-0.284414842,0.261815268,0.261815268,-0.284414842,"DYNC2LI1","Not Sig"
"17512","SNORD63",-1.290045484,0.261876098,0.261876098,-1.290045484,"SNORD63","Not Sig"
"17513","LINC02470",-1.507768384,0.262052777,0.262052777,-1.507768384,"LINC02470","Not Sig"
"17514","LNCOC1",1.004619132,0.262280974,0.262280974,1.004619132,"LNCOC1","Not Sig"
"17515","LOC105379066",1.501525657,0.262280974,0.262280974,1.501525657,"LOC105379066","Not Sig"
"17516","CTAGE4_1",-1.855392781,0.262432138,0.262432138,-1.855392781,"CTAGE4_1","Not Sig"
"17517","ABCF1_3",-1.108363567,0.262432138,0.262432138,-1.108363567,"ABCF1_3","Not Sig"
"17518","THAP7",-0.341912917,0.262480401,0.262480401,-0.341912917,"THAP7","Not Sig"
"17519","THRB",0.839143938,0.262480401,0.262480401,0.839143938,"THRB","Not Sig"
"17520","ZNF169",-0.29353595,0.262681327,0.262681327,-0.29353595,"ZNF169","Not Sig"
"17521","GTF2E2",-0.216437058,0.262681327,0.262681327,-0.216437058,"GTF2E2","Not Sig"
"17522","LYG1",-0.567427603,0.262685636,0.262685636,-0.567427603,"LYG1","Not Sig"
"17523","SPATA5",-0.282094736,0.262721423,0.262721423,-0.282094736,"SPATA5","Not Sig"
"17524","TRIM29",-1.572365008,0.262779392,0.262779392,-1.572365008,"TRIM29","Not Sig"
"17525","KLHL10",-0.861664153,0.262918856,0.262918856,-0.861664153,"KLHL10","Not Sig"
"17526","SEC24B-AS1",-0.36392347,0.262928036,0.262928036,-0.36392347,"SEC24B-AS1","Not Sig"
"17527","JDP2-AS1",0.737619945,0.263082992,0.263082992,0.737619945,"JDP2-AS1","Not Sig"
"17528","OSGEP",0.289353208,0.263223895,0.263223895,0.289353208,"OSGEP","Not Sig"
"17529","MLNR",1.219388162,0.263223895,0.263223895,1.219388162,"MLNR","Not Sig"
"17530","LOC102724740",0.651573797,0.263400859,0.263400859,0.651573797,"LOC102724740","Not Sig"
"17531","ZNF430_1",-1.817984932,0.26346662,0.26346662,-1.817984932,"ZNF430_1","Not Sig"
"17532","PCDHGA8",-1.079463262,0.263540334,0.263540334,-1.079463262,"PCDHGA8","Not Sig"
"17533","GPATCH3",0.172854672,0.263578152,0.263578152,0.172854672,"GPATCH3","Not Sig"
"17534","PLGRKT",0.274798099,0.263605602,0.263605602,0.274798099,"PLGRKT","Not Sig"
"17535","CAMTA1-DT",0.561064137,0.263773419,0.263773419,0.561064137,"CAMTA1-DT","Not Sig"
"17536","IARS2",0.186848431,0.263829244,0.263829244,0.186848431,"IARS2","Not Sig"
"17537","POLR3E_1",-0.911038976,0.263842044,0.263842044,-0.911038976,"POLR3E_1","Not Sig"
"17538","LOC105374798",1.838046541,0.264241567,0.264241567,1.838046541,"LOC105374798","Not Sig"
"17539","CHN2-AS1",-1.596093419,0.264250819,0.264250819,-1.596093419,"CHN2-AS1","Not Sig"
